role_id,position_description_id,pd_number,title,activity_rank,activity_id,assignment_gaps,retry_count,fallback_used
f8c4e17c-4dde-519a-84f5-5a670a116672,183,10196-02,Senior Service Lifecycle Analyst,9,a402,Demand management and Service Catalogue administration have no direct vocabulary match; partially covered by a1262 implement service management frameworks and methods.,0,No
f8c4e17c-4dde-519a-84f5-5a670a116672,183,10196-02,Senior Service Lifecycle Analyst,10,a220,Demand management and Service Catalogue administration have no direct vocabulary match; partially covered by a1262 implement service management frameworks and methods.,0,No
f8c4e17c-4dde-519a-84f5-5a670a116672,183,10196-02,Senior Service Lifecycle Analyst,11,a187,Demand management and Service Catalogue administration have no direct vocabulary match; partially covered by a1262 implement service management frameworks and methods.,0,No
f8c4e17c-4dde-519a-84f5-5a670a116672,183,10196-02,Senior Service Lifecycle Analyst,12,a880,Demand management and Service Catalogue administration have no direct vocabulary match; partially covered by a1262 implement service management frameworks and methods.,0,No
f8c4e17c-4dde-519a-84f5-5a670a116672,183,10196-02,Senior Service Lifecycle Analyst,13,a275,Demand management and Service Catalogue administration have no direct vocabulary match; partially covered by a1262 implement service management frameworks and methods.,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,1,a504,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,2,a068,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,3,a439,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,4,a004,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,5,a384,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,6,a460,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,7,a785,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,8,a052,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,9,a939,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,10,a002,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,11,a880,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,12,a926,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,13,a1182,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
4394c3ab-a843-5688-84ea-e3cb7ab16785,184,10197-01,Reporting and Operations Team Lead,14,a633,Coordination of workshops and events has no direct match (a460 used as closest) | Local site inductions and building access administration only partially covered by a384,0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,1,a934,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,2,a023,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,3,a752,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,4,a196,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,5,a585,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,6,a030,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,7,a020,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,8,a872,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,9,a197,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,10,a414,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,11,a040,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,12,a935,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
2cd5ad50-9266-5c72-b05e-3ca61948afd9,185,10198-02,Cultural and Linguistic Diversity Coordinator,13,a886,"Brokering solutions within the organisation to address barriers to CALD student access, participation and achievement has no exact match; closest is a030 identify problems and develop solutions",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,1,a116,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,2,a055,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,3,a632,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,4,a1227,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,5,a353,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,6,a010,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,7,a1164,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,8,a1150,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,9,a589,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,10,a880,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,11,a1074,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
cb4dc10d-652c-5825-967e-29997c385431,186,10199-01,AMEP Home Tutor Scheme Coordinator,12,a1272,"Developing and maintaining protocols for matching volunteer tutors to AMEP clients | Leading the development of a safe, healthy and inclusive work environment, including implementation and review of WHS strategies",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,1,a217,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,2,a014,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,3,a735,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,4,a021,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,5,a1049,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,6,a163,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,7,a755,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,8,a382,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,9,a260,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,10,a174,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,11,a272,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,12,a030,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
0f1bbb7f-207d-58ae-86e2-7d23292e171a,187,10200-01,Network Engineer,13,a596,"hands-on installation and configuration of network hardware (routers, switches, firewalls) has no close match | designing network architecture and topology has no close match | network-specific security controls and access management beyond user permissions | capacity and demand forecasting for network growth only partially covered",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,1,a640,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,2,a244,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,3,a1143,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,4,a1184,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,5,a260,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,6,a199,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,7,a157,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,8,a194,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,9,a937,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,10,a334,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,11,a051,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,12,a653,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
a082a6d6-1b7d-581a-b2b5-2c36e2c5782b,188,10201-01,CRM System and Communications Administrator,13,a850,"Designing a tiered CRM troubleshooting/support model including vendor escalation has no direct match (closest: a194) | Implementation of enquiry routing, queues, SLAs and workflow configuration is only partially covered by a640",0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,1,a348,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,2,a191,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,3,a459,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,4,a742,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,5,a119,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,6,a656,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,7,a051,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,8,a1019,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,9,a118,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,10,a755,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,11,a1128,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
2ffcbd4f-71fd-507c-bc08-7fe721551415,189,10202-01,Directories and Messaging Administrator,12,a966,access control and security practices for directory and messaging systems are only partially covered by the vocabulary,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,1,a816,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,2,a248,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,3,a000,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,4,a239,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,5,a862,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,6,a543,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,7,a1042,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,8,a059,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,9,a958,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,10,a298,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,11,a861,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
de87348b-b2a3-5f80-903a-6c90ecb2a77a,190,10203-01,Professional Officer,12,a1173,Explicit customer-centred decision-making has no close activity match | Facilitating delegation and task management across the Chief Officer's functional areas is only partially covered by coordination activities,0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,1,a624,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,2,a761,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,3,a719,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,4,a1104,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,5,a115,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,6,a656,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,7,a198,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,8,a558,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,9,a109,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,10,a918,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,11,a187,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,12,a880,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
c0f9dbb5-6b4d-5424-a6b9-8dec3eaf0c29,191,10204-01,Service Desk and Field Support Lead,13,a601,"Leading the development of a safe, healthy and inclusive work environment (WHS culture leadership)",0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,1,a470,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,2,a638,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,3,a027,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,4,a133,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,5,a167,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,6,a277,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,7,a106,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,8,a897,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,9,a724,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,10,a034,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,11,a1092,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
06e9bfec-709c-5dec-98f2-bfcf3693efcb,192,10205-01,Customer Service Support Officer,12,a193,procurement of goods and services (no direct match beyond financial transaction processing) | maintaining student records in CRM/database management,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,1,a337,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,2,a624,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,3,a795,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,4,a1004,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,5,a093,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,6,a150,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,7,a094,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
c2b487fe-81f5-5920-bd92-285f4a0ce56f,193,10206-01,Team Leader Student Administration Services,8,a163,Supporting staff onboarding within the Branch has no direct match in the vocabulary,0,No
